"","PathwayName","EnsemblId"
"6356","Histone Modifications","ENSG00000132475"
"6357","Histone Modifications","ENSG00000197409"
"6358","Histone Modifications","ENSG00000197153"
"6359","Histone Modifications","ENSG00000203852"
"6360","Histone Modifications","ENSG00000203811"
"6361","Histone Modifications","ENSG00000183598"
"6362","Histone Modifications","ENSG00000104885"
"6363","Histone Modifications","ENSG00000181090"
"6365","Histone Modifications","ENSG00000108799"
"6366","Histone Modifications","ENSG00000106462"
"6367","Histone Modifications","ENSG00000118058"
"6368","Histone Modifications","ENSG00000167548"
"6369","Histone Modifications","ENSG00000055609"
"6370","Histone Modifications","ENSG00000005483"
"6371","Histone Modifications","ENSG00000165671"
"6372","Histone Modifications","ENSG00000116731"
"6373","Histone Modifications","ENSG00000119335"
"6374","Histone Modifications","ENSG00000152217"
"6375","Histone Modifications","ENSG00000099381"
"6376","Histone Modifications","ENSG00000139718"
"6377","Histone Modifications","ENSG00000181555"
"6378","Histone Modifications","ENSG00000183576"
"6379","Histone Modifications","ENSG00000185917"
"6380","Histone Modifications","ENSG00000168137"
"6381","Histone Modifications","ENSG00000103037"
"6382","Histone Modifications","ENSG00000145391"
"6383","Histone Modifications","ENSG00000183955"
"6384","Histone Modifications","ENSG00000155542"
"6385","Histone Modifications","ENSG00000143379"
"6386","Histone Modifications","ENSG00000136169"
"6387","Histone Modifications","ENSG00000170364"
"6388","Histone Modifications","ENSG00000115593"
"6389","Histone Modifications","ENSG00000143499"
"6390","Histone Modifications","ENSG00000185420"
"6391","Histone Modifications","ENSG00000186532"
"6392","Histone Modifications","ENSG00000135632"
"6393","Histone Modifications","ENSG00000101945"
"6394","Histone Modifications","ENSG00000152455"
"6395","Histone Modifications","ENSG00000110066"
"6396","Histone Modifications","ENSG00000133247"
"6397","Histone Modifications","ENSG00000108799"
"6398","Histone Modifications","ENSG00000106462"
"6399","Histone Modifications","ENSG00000074266"
"6400","Histone Modifications","ENSG00000139154"
"6401","Histone Modifications","ENSG00000110066"
"6402","Histone Modifications","ENSG00000133247"
"6403","Histone Modifications","ENSG00000118058"
"6404","Histone Modifications","ENSG00000167548"
"6405","Histone Modifications","ENSG00000055609"
"6406","Histone Modifications","ENSG00000105663"
"6407","Histone Modifications","ENSG00000099381"
"6408","Histone Modifications","ENSG00000139718"
"6409","Histone Modifications","ENSG00000101945"
"6410","Histone Modifications","ENSG00000152455"
"6411","Histone Modifications","ENSG00000181555"
"6412","Histone Modifications","ENSG00000197061"
"6413","Histone Modifications","ENSG00000158406"
"6414","Histone Modifications","ENSG00000198339"
"6415","Histone Modifications","ENSG00000197238"
"6416","Histone Modifications","ENSG00000197837"
"6417","Histone Modifications","ENSG00000278272"
"6418","Histone Modifications","ENSG00000272333"
"6419","Histone Modifications","ENSG00000273983"
"6420","Histone Modifications","ENSG00000273542"
"6421","Histone Modifications","ENSG00000276966"
"6422","Histone Modifications","ENSG00000278828"
"6423","Histone Modifications","ENSG00000278705"
"6424","Histone Modifications","ENSG00000275126"
"6425","Histone Modifications","ENSG00000275714"
"6426","Histone Modifications","ENSG00000275663"
"6427","Histone Modifications","ENSG00000277775"
"6428","Histone Modifications","ENSG00000274267"
"6429","Histone Modifications","ENSG00000274618"
"6430","Histone Modifications","ENSG00000275379"
"6431","Histone Modifications","ENSG00000277157"
"6432","Histone Modifications","ENSG00000278637"
"6433","Histone Modifications","ENSG00000274750"
"6434","Homologous recombination","ENSG00000149311"
"6435","Homologous recombination","ENSG00000113522"
"6436","Homologous recombination","ENSG00000132383"
"6437","Homologous recombination","ENSG00000020922"
"6438","Homologous recombination","ENSG00000104320"
"6439","Homologous recombination","ENSG00000051180"
"6440","Homologous recombination","ENSG00000132383"
"6441","Homologous recombination","ENSG00000132383"
"6442","Homologous recombination","ENSG00000149311"
"6443","Homologous recombination","ENSG00000051180"
"6444","Homologous recombination","ENSG00000051180"
"6445","Homologous recombination","ENSG00000139618"
"6446","Homologous recombination","ENSG00000139618"
"6447","Homologous recombination","ENSG00000139618"
"6448","Homologous recombination","ENSG00000132383"
"6449","Homologous recombination","ENSG00000002016"
"6450","Homologous recombination","ENSG00000051180"
"6451","Homologous recombination","ENSG00000002016"
"6452","Homologous recombination","ENSG00000062822"
"6453","Homologous recombination","ENSG00000139618"
"6454","Homologous recombination","ENSG00000002016"
"6455","Homologous recombination","ENSG00000197275"
"6456","Homologous recombination","ENSG00000197275"
"6457","Homologous recombination","ENSG00000106628"
"6458","Homologous recombination","ENSG00000077514"
"6459","Homologous recombination","ENSG00000175482"
"6460","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000112576"
"6461","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000112576"
"6462","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000169032"
"6463","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000102882"
"6464","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000105647"
"6465","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000115415"
"6468","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000174775"
"6469","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000132155"
"6470","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000157764"
"6471","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000078369"
"6472","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000186469"
"6476","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000168610"
"6477","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000140992"
"6478","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000121879"
"6479","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000145675"
"6480","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000123374"
"6481","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000197122"
"6482","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000034152"
"6483","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000108984"
"6484","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000142208"
"6485","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000103479"
"6486","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000108443"
"6487","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000100030"
"6488","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000139687"
"6489","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000118260"
"6491","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000127955"
"6493","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000114353"
"6496","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000156052"
"6497","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000065135"
"6500","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000087460"
"6501","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000096968"
"6502","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000162434"
"6503","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000137154"
"6504","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000198793"
"6505","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000078295"
"6506","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000138031"
"6507","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000123374"
"6508","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000135446"
"6509","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000117676"
"6510","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000075651"
"6511","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000182621"
"6512","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000127314"
"6513","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000116473"
"6514","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000140443"
"6515","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000105173"
"6516","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000112062"
"6517","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000111276"
"6518","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000112576"
"6519","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000135446"
"6521","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000100823"
"6522","Human Thyroid Stimulating Hormone (TSH) signaling pathway","ENSG00000100823"
"6525","Hypertrophy Model","ENSG00000115008"
"6526","Hypertrophy Model","ENSG00000151247"
"6528","Hypertrophy Model","ENSG00000111537"
"6532","Hypertrophy Model","ENSG00000130522"
"6533","Hypertrophy Model","ENSG00000115594"
"6535","Hypertrophy Model","ENSG00000138379"
"6536","Hypertrophy Model","ENSG00000187840"
"6537","Hypertrophy Model","ENSG00000112715"
"6538","Hypertrophy Model","ENSG00000150782"
"6539","Hypertrophy Model","ENSG00000137845"
"6542","Hypertrophy Model","ENSG00000113070"
"6543","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000102882"
"6544","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000141646"
"6545","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000107643"
"6546","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000100030"
"6547","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000163513"
"6548","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000133110"
"6549","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000160691"
"6550","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000124813"
"6551","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000166147"
"6552","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000118523"
"6553","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000177463"
"6554","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000049323"
"6555","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000112062"
"6556","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000091879"
"6557","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000106991"
"6558","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000069702"
"6559","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000106799"
"6560","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000175387"
"6561","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000166949"
"6562","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000144891"
"6563","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000106366"
"6564","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000138829"
"6565","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000142449"
"6566","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000119681"
"6567","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000196924"
"6568","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000175387"
"6569","Hypothesized Pathways in Pathogenesis of Cardiovascular Disease","ENSG00000166949"
"6570","Hypothetical Craniofacial Development Pathway","ENSG00000137203"
"6571","Hypothetical Craniofacial Development Pathway","ENSG00000073282"
"6572","Hypothetical Craniofacial Development Pathway","ENSG00000117595"
"6573","Hypothetical Craniofacial Development Pathway","ENSG00000119699"
"6574","Hypothetical Craniofacial Development Pathway","ENSG00000125084"
"6575","Hypothetical Craniofacial Development Pathway","ENSG00000067560"
"6576","Hypothetical Craniofacial Development Pathway","ENSG00000137962"
"6577","Hypothetical Craniofacial Development Pathway","ENSG00000275340"
"6578","Hypothetical Craniofacial Development Pathway","ENSG00000067560"
"6579","Hypoxia-mediated EMT and Stemness","ENSG00000100697"
"6581","IL-2 Signaling Pathway","ENSG00000134460"
"6582","IL-2 Signaling Pathway","ENSG00000174775"
"6583","IL-4 Signaling Pathway","ENSG00000108443"
"6584","IL-5 Signaling Pathway","ENSG00000105851"
"6586","IL17 signaling pathway","ENSG00000096968"
"6587","IL17 signaling pathway","ENSG00000100030"
"6588","IL17 signaling pathway","ENSG00000100030"
"6590","IL17 signaling pathway","ENSG00000168610"
"6591","IL17 signaling pathway","ENSG00000175104"
"6592","IL17 signaling pathway","ENSG00000131323"
"6594","IL17 signaling pathway","ENSG00000135341"
"6595","IL17 signaling pathway","ENSG00000172216"
"6596","IL17 signaling pathway","ENSG00000221869"
"6598","IL17 signaling pathway","ENSG00000112115"
"6600","IL17 signaling pathway","ENSG00000127743"
"6602","IL17 signaling pathway","ENSG00000144730"
"6605","IL17 signaling pathway","ENSG00000166090"
"6606","IL17 signaling pathway","ENSG00000082701"
"6607","IL17 signaling pathway","ENSG00000104365"
"6608","IL17 signaling pathway","ENSG00000269335"
"6609","IL17 signaling pathway","ENSG00000104825"
"6610","IL17 signaling pathway","ENSG00000185591"
"6611","IL17 signaling pathway","ENSG00000006062"
"6612","IL17 signaling pathway","ENSG00000173039"
"6613","IL17 signaling pathway","ENSG00000109320"
"6614","IL17 signaling pathway","ENSG00000162434"
"6615","IL17 signaling pathway","ENSG00000142208"
"6617","IL17 signaling pathway","ENSG00000135341"
"6618","IL17 signaling pathway","ENSG00000175104"
"6620","IL17 signaling pathway","ENSG00000109320"
"6621","IL17 signaling pathway","ENSG00000173039"
"6622","IL17 signaling pathway","ENSG00000102882"
"6623","IL1 and megakaryocytes in obesity","ENSG00000115594"
"6624","IL1 and megakaryocytes in obesity","ENSG00000181104"
"6625","IL1 and megakaryocytes in obesity","ENSG00000090339"
"6626","IL1 and megakaryocytes in obesity","ENSG00000125538"
"6627","IL1 and megakaryocytes in obesity","ENSG00000035862"
"6629","IL1 and megakaryocytes in obesity","ENSG00000100985"
"6631","IL1 and megakaryocytes in obesity","ENSG00000184216"
"6632","IL1 and megakaryocytes in obesity","ENSG00000174125"
"6633","IL1 and megakaryocytes in obesity","ENSG00000150782"
"6634","IL1 and megakaryocytes in obesity","ENSG00000172936"
"6635","IL1 and megakaryocytes in obesity","ENSG00000102265"
"6636","IL1 and megakaryocytes in obesity","ENSG00000183625"
"6637","IL1 and megakaryocytes in obesity","ENSG00000121879"
"6638","IL1 and megakaryocytes in obesity","ENSG00000162711"
"6640","IL1 and megakaryocytes in obesity","ENSG00000172936"
"6641","IL1 and megakaryocytes in obesity","ENSG00000180210"
"6642","IL1 and megakaryocytes in obesity","ENSG00000111537"
"6644","IL1 and megakaryocytes in obesity","ENSG00000113070"
"6645","IL1 and megakaryocytes in obesity","ENSG00000108691"
"6646","IL1 and megakaryocytes in obesity","ENSG00000137462"
"6647","IL1 and megakaryocytes in obesity","ENSG00000100985"
"6648","IL1 and megakaryocytes in obesity","ENSG00000115594"
"6649","IL1 and megakaryocytes in obesity","ENSG00000109320"
"6650","IL1 and megakaryocytes in obesity","ENSG00000125538"
"6651","IL1 and megakaryocytes in obesity","ENSG00000115594"
"6652","Imatinib and Chronic Myeloid Leukemia","ENSG00000097007"
"6653","Imatinib and Chronic Myeloid Leukemia","ENSG00000186716"
"6654","Imatinib and Chronic Myeloid Leukemia","ENSG00000136997"
"6655","Imatinib and Chronic Myeloid Leukemia","ENSG00000085563"
"6656","Imatinib and Chronic Myeloid Leukemia","ENSG00000118777"
"6657","Imatinib and Chronic Myeloid Leukemia","ENSG00000157404"
"6658","Imatinib and Chronic Myeloid Leukemia","ENSG00000134853"
"6659","Imatinib and Chronic Myeloid Leukemia","ENSG00000113721"
"6660","Imatinib and Chronic Myeloid Leukemia","ENSG00000111276"
"6661","Imatinib and Chronic Myeloid Leukemia","ENSG00000145604"
"6662","Imatinib and Chronic Myeloid Leukemia","ENSG00000182578"
"6663","Imatinib and Chronic Myeloid Leukemia","ENSG00000116717"
"6664","Imatinib and Chronic Myeloid Leukemia","ENSG00000118689"
"6665","Imatinib and Chronic Myeloid Leukemia","ENSG00000111641"
"6666","Imatinib and Chronic Myeloid Leukemia","ENSG00000198369"
"6667","Imatinib and Chronic Myeloid Leukemia","ENSG00000104903"
"6668","Imatinib and Chronic Myeloid Leukemia","ENSG00000137193"
"6669","Imatinib and Chronic Myeloid Leukemia","ENSG00000102096"
"6670","Imatinib and Chronic Myeloid Leukemia","ENSG00000182578"
"6671","Imatinib and Chronic Myeloid Leukemia","ENSG00000033327"
"6672","Imatinib and Chronic Myeloid Leukemia","ENSG00000102755"
"6673","Inflammatory Response Pathway","ENSG00000108821"
"6674","Inflammatory Response Pathway","ENSG00000164692"
"6675","Inflammatory Response Pathway","ENSG00000168542"
"6676","Inflammatory Response Pathway","ENSG00000115414"
"6677","Inflammatory Response Pathway","ENSG00000130702"
"6678","Inflammatory Response Pathway","ENSG00000091136"
"6679","Inflammatory Response Pathway","ENSG00000172037"
"6680","Inflammatory Response Pathway","ENSG00000135862"
